,total_unique_sites,conversion_rate,total_sessions,avg_time_to_action,unique_sites_fraction
user_33511,55.0,1.0,1.0,122.0,1.0
user_33512,254.0,0.7142857142857143,7.0,69.2,0.4601449275362319
user_33514,130.0,1.0,3.0,-126817.66666666667,0.6532663316582915
user_33518,77.0,0.5,2.0,257.0,0.5877862595419847
user_33519,297.0,0.5,6.0,43.0,0.4183098591549296
user_33520,161.0,0.25,4.0,201.0,0.46
user_33522,523.0,0.45454545454545453,132.0,139.1,0.03945978572506413
user_33523,228.0,0.75,4.0,71.33333333333333,0.8571428571428571
user_33524,184.0,0.16666666666666666,6.0,336.0,0.16666666666666666
user_33525,86.0,1.0,1.0,90.0,1.0
user_33526,169.0,1.0,1.0,10.0,1.0
user_33527,263.0,0.8,15.0,171.33333333333334,0.1123931623931624
user_33528,188.0,1.0,5.0,128.2,0.35877862595419846
user_33529,64.0,1.0,1.0,-96825.0,1.0
user_33530,205.0,0.5,2.0,24.0,0.5352480417754569
user_33531,220.0,1.0,2.0,52.5,0.7913669064748201
user_33532,75.0,0.6666666666666666,3.0,104.5,0.43352601156069365
user_33533,245.0,0.5,4.0,78.0,0.6586021505376344
user_33534,51.0,1.0,1.0,161.0,1.0
user_33535,182.0,1.0,1.0,323.0,1.0
user_33537,68.0,1.0,1.0,69.0,1.0
user_33539,366.0,0.7058823529411765,17.0,156.16666666666666,0.25594405594405595
user_33542,83.0,1.0,2.0,150.5,0.5886524822695035
user_33543,179.0,0.5,4.0,43.0,0.3558648111332008
user_33544,67.0,1.0,1.0,27.0,1.0
user_33545,55.0,1.0,1.0,87.0,1.0
user_33546,255.0,0.5,4.0,59.5,0.5717488789237668
user_33547,264.0,0.75,4.0,42.333333333333336,0.5932584269662922
user_33548,69.0,1.0,1.0,146.0,1.0
user_33552,273.0,0.8,10.0,49.125,0.21294851794071762
user_33553,193.0,1.0,1.0,161.0,1.0
user_33554,72.0,0.5,2.0,115.0,0.5581395348837209
user_33555,62.0,1.0,1.0,34.0,1.0
user_33556,62.0,1.0,1.0,21.0,1.0
user_33557,192.0,1.0,2.0,34.0,0.9411764705882353
user_33558,210.0,1.0,1.0,197.0,1.0
user_33559,189.0,1.0,2.0,178.5,0.5
user_33560,322.0,1.0,2.0,31.0,0.8969359331476323
user_33561,175.0,0.6666666666666666,3.0,119.5,0.7743362831858407
user_33564,181.0,0.75,4.0,93.0,0.6094276094276094
user_33565,117.0,0.6666666666666666,3.0,60.0,0.6573033707865169
user_33566,184.0,1.0,1.0,259.0,1.0
user_33567,114.0,0.0,2.0,,0.8769230769230769
user_33568,212.0,0.2,5.0,168.0,0.5221674876847291
user_33569,57.0,0.0,1.0,,1.0
user_33570,268.0,0.3076923076923077,13.0,590.25,0.18688981868898186
user_33571,328.0,0.9090909090909091,11.0,448.0,0.26472962066182404
user_33572,183.0,0.875,8.0,83.28571428571429,0.28773584905660377
user_33573,123.0,1.0,6.0,31.333333333333332,0.3716012084592145
user_33574,222.0,0.5,6.0,143.33333333333334,0.27784730913642053
user_33576,379.0,0.5555555555555556,27.0,54.0,0.11810532876285447
user_33577,139.0,0.5,2.0,83.0,0.9328859060402684
user_33578,196.0,0.6666666666666666,3.0,69.5,0.49746192893401014
user_33579,70.0,1.0,1.0,109.0,1.0
user_33580,69.0,0.0,1.0,,1.0
user_33582,274.0,0.7142857142857143,7.0,157.4,0.5036764705882353
user_33583,186.0,0.5,2.0,48.0,0.5
user_33585,317.0,0.35294117647058826,34.0,182.66666666666666,0.14337403889642697
user_33586,84.0,1.0,1.0,157.0,1.0
user_33588,308.0,0.8181818181818182,11.0,166.33333333333334,0.3130081300813008
user_33589,75.0,0.0,1.0,,1.0
user_33590,66.0,0.0,1.0,,1.0
user_33591,176.0,0.6666666666666666,3.0,767.0,0.7125506072874493
user_33593,179.0,1.0,1.0,31.0,1.0
user_33594,86.0,1.0,1.0,38.0,1.0
user_33595,293.0,0.1875,16.0,455.0,0.2971602434077079
user_33596,67.0,1.0,1.0,28.0,1.0
user_33597,372.0,0.6739130434782609,46.0,77.70967741935483,0.07292687708292492
user_33598,65.0,1.0,1.0,13.0,1.0
user_33599,57.0,1.0,1.0,-45019.0,1.0
user_33600,80.0,1.0,1.0,225.0,1.0
user_33601,183.0,1.0,1.0,316.0,1.0
user_33602,65.0,1.0,1.0,68.0,1.0
user_33603,238.0,0.25,4.0,131.0,0.38387096774193546
user_33605,66.0,1.0,1.0,347.0,1.0
user_33606,122.0,0.16666666666666666,12.0,54.0,0.1831831831831832
user_33609,64.0,1.0,1.0,73.0,1.0
user_33610,395.0,0.5333333333333333,30.0,167.6875,0.093935790725327
user_33611,209.0,0.6666666666666666,3.0,66.0,0.7946768060836502
user_33612,70.0,1.0,1.0,41.0,1.0
user_33613,279.0,0.5217391304347826,23.0,110.33333333333333,0.11538461538461539
user_33614,286.0,0.22727272727272727,22.0,112.0,0.10228898426323318
user_33615,237.0,0.75,4.0,112.0,0.37205651491365777
user_33616,262.0,0.2222222222222222,9.0,56.5,0.2046875
user_33617,239.0,0.5714285714285714,7.0,67.5,0.23294346978557504
user_33620,319.0,0.8,5.0,181.0,0.4164490861618799
user_33621,245.0,0.42857142857142855,7.0,91.0,0.32710280373831774
user_33622,254.0,1.0,5.0,479.6,0.36028368794326243
user_33623,194.0,1.0,1.0,312.0,1.0
user_33626,301.0,0.6666666666666666,18.0,-145217.5,0.23297213622291021
user_33627,197.0,0.6666666666666666,3.0,90.0,0.6769759450171822
user_33628,165.0,1.0,1.0,169.0,1.0
user_33629,390.0,0.6,35.0,155.23809523809524,0.12761780104712042
user_33630,275.0,1.0,4.0,41.75,0.5705394190871369
user_33631,107.0,0.3333333333333333,3.0,119.0,0.4841628959276018
user_33635,233.0,0.3333333333333333,6.0,121.0,0.2979539641943734
user_33636,203.0,0.5,6.0,49.666666666666664,0.4572072072072072
user_33637,191.0,0.5,4.0,115.0,0.41163793103448276
user_33638,240.0,0.8,5.0,196.25,0.27809965237543455
user_33639,213.0,0.5,2.0,25.0,0.726962457337884
user_33640,296.0,0.35294117647058826,17.0,102.33333333333333,0.20095044127630685
user_33641,289.0,0.75,16.0,117.41666666666667,0.1279327135900841
user_33642,66.0,1.0,1.0,13.0,1.0
user_33643,341.0,0.13333333333333333,45.0,127.83333333333333,0.08877896381150742
user_33645,118.0,0.5,2.0,138.0,0.959349593495935
user_33646,227.0,0.5,4.0,66.5,0.6005291005291006
user_33647,206.0,0.45454545454545453,11.0,77.0,0.43736730360934184
user_33648,62.0,1.0,1.0,156.0,1.0
user_33649,220.0,1.0,2.0,132.0,0.6489675516224189
user_33650,281.0,0.42857142857142855,7.0,99.66666666666667,0.34394124847001223
user_33651,72.0,1.0,2.0,165.0,0.5538461538461539
user_33652,149.0,1.0,1.0,95.0,1.0
user_33653,339.0,0.6097560975609756,41.0,62.96,0.058721635198337084
user_33654,65.0,0.0,1.0,,1.0
user_33657,205.0,1.0,1.0,183.0,1.0
user_33658,82.0,1.0,1.0,84.0,1.0
user_33659,68.0,1.0,1.0,230.0,1.0
user_33660,124.0,0.5,2.0,381.0,0.96875
user_33661,195.0,1.0,1.0,156.0,1.0
user_33662,210.0,1.0,3.0,157.0,0.36395147313691506
user_33663,242.0,0.3076923076923077,13.0,109.25,0.1337755666113875
user_33664,279.0,0.6,5.0,178.33333333333334,0.36470588235294116
user_33665,309.0,0.16666666666666666,12.0,255.0,0.25474031327287716
user_33667,177.0,1.0,1.0,217.0,1.0
user_33668,179.0,0.0,3.0,,0.685823754789272
user_33669,236.0,0.6666666666666666,3.0,-923344.0,0.4041095890410959
user_33670,58.0,0.5,2.0,109.0,0.5858585858585859
user_33671,188.0,0.5,2.0,148.0,0.5
user_33673,119.0,0.0,1.0,,1.0
user_33674,185.0,0.8571428571428571,7.0,58.333333333333336,0.41294642857142855
user_33677,138.0,0.0,1.0,,1.0
user_33679,38.0,0.0,1.0,,1.0
user_33680,164.0,0.75,4.0,302.3333333333333,0.45054945054945056
user_33681,242.0,0.3333333333333333,3.0,53.0,0.4238178633975482
user_33684,67.0,0.5,2.0,198.0,0.6203703703703703
user_33687,81.0,0.6666666666666666,3.0,107.0,0.39705882352941174
user_33688,351.0,0.5970149253731343,67.0,91.2,0.07198523379819524
user_33689,304.0,0.5454545454545454,11.0,71.0,0.3329682365826944
user_33690,271.0,0.7,10.0,66.71428571428571,0.3594164456233422
user_33693,65.0,1.0,1.0,110.0,1.0
user_33694,180.0,1.0,1.0,99.0,1.0
user_33697,91.0,1.0,1.0,35.0,1.0
user_33699,234.0,0.3333333333333333,3.0,258.0,0.7774086378737541
user_33700,78.0,1.0,1.0,-158.0,1.0
user_33701,56.0,1.0,1.0,71.0,1.0
user_33702,65.0,0.5,2.0,272.0,0.5
user_33704,254.0,0.7391304347826086,23.0,68.47058823529412,0.13789359391965256
user_33705,173.0,0.0,2.0,,0.9301075268817204
user_33706,67.0,1.0,1.0,110.0,1.0
user_33707,83.0,0.5,2.0,43.0,0.664
user_33709,205.0,1.0,1.0,470.0,1.0
user_33710,283.0,0.5,4.0,64.0,0.6345291479820628
user_33711,304.0,0.375,24.0,126.22222222222223,0.1281618887015177
user_33713,64.0,0.2,5.0,37.0,0.32
user_33715,145.0,0.5,4.0,204.0,0.4723127035830619
user_33716,99.0,0.5,4.0,154.5,0.3626373626373626
user_33717,169.0,1.0,1.0,146.0,1.0
user_33722,262.0,0.75,4.0,163.0,0.5379876796714579
user_33723,231.0,0.6,15.0,74.55555555555556,0.2426470588235294
user_33724,186.0,0.8666666666666667,15.0,147.69230769230768,0.19395203336809178
user_33725,195.0,1.0,2.0,125.0,0.5
user_33726,150.0,0.4,10.0,62.25,0.3393665158371041
user_33727,74.0,1.0,2.0,154.0,0.5736434108527132
user_33728,75.0,1.0,1.0,50.0,1.0
user_33733,280.0,0.23076923076923078,13.0,338.3333333333333,0.3369434416365824
user_33734,61.0,0.0,1.0,,1.0
user_33735,227.0,0.6666666666666666,12.0,85.0,0.31353591160220995
user_33736,205.0,0.2,5.0,147.0,0.6327160493827161
user_33737,74.0,1.0,1.0,72.0,1.0
user_33738,241.0,0.6666666666666666,3.0,159.5,0.8515901060070671
user_33739,71.0,1.0,5.0,47.4,0.27307692307692305
user_33740,80.0,1.0,1.0,-60844.0,1.0
user_33741,53.0,1.0,1.0,51.0,1.0
user_33743,220.0,1.0,1.0,209.0,1.0
user_33744,70.0,1.0,1.0,106.0,1.0
user_33745,63.0,1.0,1.0,-14999.0,1.0
user_33746,193.0,1.0,1.0,134.0,1.0
user_33747,187.0,1.0,1.0,121.0,1.0
user_33748,306.0,0.2727272727272727,11.0,131.33333333333334,0.2947976878612717
user_33750,69.0,1.0,1.0,97.0,1.0
user_33752,370.0,0.11764705882352941,34.0,61.5,0.13410656034795215
user_33753,62.0,1.0,3.0,116.33333333333333,0.4806201550387597
user_33754,67.0,1.0,1.0,48.0,1.0
user_33756,65.0,1.0,1.0,61.0,1.0
user_33757,66.0,1.0,1.0,50.0,1.0
user_33758,75.0,0.5,2.0,35.0,0.6
user_33759,307.0,0.6818181818181818,22.0,100.8,0.20264026402640264
user_33760,200.0,0.0,4.0,,0.5747126436781609
user_33763,156.0,0.6666666666666666,3.0,251.5,0.33548387096774196
user_33764,174.0,1.0,1.0,69.0,1.0
user_33765,328.0,0.2857142857142857,14.0,47.25,0.22207176709546378
user_33766,189.0,0.6666666666666666,3.0,80.0,0.6847826086956522
user_33767,56.0,1.0,2.0,62.0,0.5894736842105263
user_33768,249.0,0.6666666666666666,3.0,108.5,0.6974789915966386
user_33769,96.0,1.0,1.0,60.0,1.0
user_33770,48.0,1.0,1.0,63.0,1.0
user_33772,64.0,1.0,1.0,117.0,1.0
user_33773,346.0,0.42857142857142855,14.0,38.833333333333336,0.24731951393852752
user_33774,67.0,1.0,1.0,29.0,1.0
user_33775,60.0,1.0,1.0,56.0,1.0
user_33776,181.0,1.0,1.0,164.0,1.0
user_33777,281.0,0.3125,16.0,100.0,0.131002331002331
user_33778,367.0,0.2857142857142857,14.0,701.25,0.29596774193548386
user_33780,206.0,0.6666666666666666,6.0,94.75,0.2791327913279133
user_33781,80.0,1.0,2.0,45.5,0.5
user_33782,54.0,1.0,1.0,98.0,1.0
user_33783,50.0,1.0,1.0,55.0,1.0
user_33785,291.0,0.2727272727272727,11.0,170.66666666666666,0.271455223880597
user_33786,46.0,1.0,1.0,64.0,1.0
user_33787,270.0,0.6666666666666666,6.0,206.75,0.32727272727272727
user_33790,256.0,0.25,8.0,87.0,0.2866741321388578
user_33791,226.0,0.5,4.0,46.0,0.5342789598108747
user_33792,202.0,0.6666666666666666,3.0,352.5,0.6801346801346801
user_33793,62.0,1.0,1.0,62.0,1.0
user_33794,154.0,0.25,4.0,155.0,0.7368421052631579
user_33795,288.0,0.5,14.0,89.42857142857143,0.22966507177033493
user_33796,112.0,1.0,2.0,94.0,0.8115942028985508
user_33798,242.0,0.5,10.0,114.2,0.18658442559753277
user_33799,209.0,1.0,1.0,307.0,1.0
user_33800,60.0,1.0,1.0,56.0,1.0
user_33801,62.0,1.0,1.0,67.0,1.0
user_33803,63.0,1.0,1.0,29.0,1.0
user_33804,219.0,0.36363636363636365,11.0,56.5,0.38286713286713286
user_33807,66.0,1.0,1.0,94.0,1.0
user_33809,319.0,0.8235294117647058,17.0,1165.7857142857142,0.21380697050938338
user_33810,87.0,1.0,1.0,34.0,1.0
user_33811,214.0,0.75,4.0,103.0,0.5863013698630137
user_33812,271.0,0.6,5.0,157.33333333333334,0.4241001564945227
user_33813,181.0,0.0,1.0,,1.0
user_33814,216.0,0.3333333333333333,3.0,79.0,0.8275862068965517
user_33815,63.0,1.0,1.0,54.0,1.0
user_33816,219.0,1.0,5.0,88.2,0.3225331369661267
user_33818,99.0,0.0,1.0,,1.0
user_33819,162.0,0.0,1.0,,1.0
user_33820,242.0,1.0,2.0,424.5,0.6253229974160207
user_33822,60.0,1.0,1.0,64.0,1.0
user_33823,185.0,0.7777777777777778,9.0,76.85714285714286,0.2544704264099037
user_33824,191.0,0.5,6.0,68.0,0.18762278978389
user_33825,68.0,0.0,1.0,,1.0
user_33826,54.0,1.0,1.0,100.0,1.0
user_33830,68.0,1.0,1.0,147.0,1.0
user_33832,266.0,0.7142857142857143,7.0,92.4,0.5553235908141962
user_33833,278.0,0.5,6.0,383.3333333333333,0.4937833037300178
user_33834,207.0,1.0,2.0,86.5,0.5
user_33835,57.0,1.0,1.0,115.0,1.0
user_33836,353.0,0.7727272727272727,22.0,228.0,0.17588440458395616
user_33837,159.0,0.8333333333333334,6.0,95.0,0.37411764705882355
user_33838,261.0,0.6666666666666666,3.0,92.5,0.6814621409921671
user_33839,211.0,0.75,4.0,54.0,0.7728937728937729
user_33841,261.0,0.8333333333333334,6.0,78.2,0.49904397705544934
user_33843,65.0,0.5,2.0,94.0,0.6074766355140186
user_33844,235.0,0.2222222222222222,9.0,62.0,0.3560606060606061
user_33845,95.0,0.0,1.0,,1.0
user_33846,162.0,1.0,1.0,61.0,1.0
user_33847,82.0,1.0,2.0,60.0,0.5157232704402516
user_33850,59.0,0.0,2.0,,0.59
user_33852,159.0,0.5,6.0,295.6666666666667,0.4818181818181818
user_33854,127.0,1.0,1.0,195.0,1.0
user_33855,205.0,0.6666666666666666,3.0,167.5,0.5495978552278821
user_33856,21.0,1.0,1.0,43.0,1.0
user_33857,268.0,0.5,4.0,7.5,0.5800865800865801
user_33860,51.0,1.0,1.0,57.0,1.0
user_33861,54.0,1.0,1.0,233.0,1.0
user_33862,219.0,1.0,3.0,-5442.333333333333,0.3656093489148581
user_33863,210.0,0.8421052631578947,19.0,43.625,0.06371359223300971
user_33864,203.0,0.3333333333333333,3.0,327.0,0.7355072463768116
user_33865,222.0,0.6,10.0,122.33333333333333,0.23294858342077648
user_33866,211.0,0.3333333333333333,6.0,246.5,0.4617067833698031
user_33867,67.0,1.0,1.0,88.0,1.0
user_33868,186.0,1.0,1.0,632.0,1.0
user_33870,46.0,1.0,1.0,206.0,1.0
user_33871,264.0,0.25,4.0,95.0,0.3755334281650071
user_33872,256.0,0.5833333333333334,12.0,49.857142857142854,0.21658206429780033
user_33873,289.0,0.6,5.0,79.66666666666667,0.46537842190016104
user_33874,264.0,0.16666666666666666,12.0,44.0,0.191027496382055
user_33875,71.0,1.0,2.0,55.5,0.71
user_33877,397.0,0.52,50.0,138.46153846153845,0.07137720244516362
user_33878,239.0,0.625,8.0,124.0,0.1895321173671689
user_33879,331.0,0.6363636363636364,22.0,87.92857142857143,0.12884390813546126
user_33882,285.0,0.75,12.0,-6894.444444444444,0.32796317606444186
user_33883,241.0,0.6666666666666666,6.0,46.0,0.4358047016274864
user_33884,375.0,0.4,25.0,66.8,0.13766519823788545
user_33885,203.0,1.0,1.0,128.0,1.0
user_33886,84.0,1.0,1.0,51.0,1.0
user_33888,307.0,0.3333333333333333,12.0,183.75,0.2588532883642496
user_33889,277.0,1.0,4.0,103.5,0.4593698175787728
user_33891,151.0,1.0,1.0,196.0,1.0
user_33892,187.0,1.0,2.0,781.5,0.5026881720430108
user_33894,179.0,1.0,2.0,64.5,0.895
user_33895,70.0,1.0,1.0,127.0,1.0
user_33896,240.0,0.75,4.0,172.66666666666666,0.3815580286168522
user_33897,67.0,1.0,2.0,61.5,0.5037593984962406
user_33899,190.0,0.75,4.0,336.0,0.536723163841808
user_33900,204.0,0.5,2.0,67.0,0.591304347826087
user_33901,180.0,1.0,5.0,-11362.6,0.5660377358490566
user_33902,77.0,1.0,1.0,93.0,1.0
user_33903,198.0,1.0,2.0,193.0,0.5076923076923077
user_33904,63.0,1.0,1.0,88.0,1.0
user_33905,208.0,1.0,1.0,125.0,1.0
user_33906,169.0,1.0,1.0,83.0,1.0
user_33907,63.0,1.0,1.0,-1812977.0,1.0
user_33908,271.0,0.8,15.0,163.91666666666666,0.2834728033472803
user_33909,387.0,0.6756756756756757,37.0,61.64,0.1303030303030303
user_33910,235.0,0.6666666666666666,12.0,86.75,0.1462352209085252
user_33912,67.0,1.0,1.0,55.0,1.0
user_33913,162.0,1.0,2.0,153.5,0.81
user_33915,132.0,0.5,2.0,71.0,0.6534653465346535
user_33916,31.0,1.0,1.0,36.0,1.0
user_33921,214.0,1.0,2.0,58.5,0.5977653631284916
user_33922,188.0,0.3333333333333333,3.0,41.0,0.7580645161290323
user_33924,10.0,0.0,1.0,,1.0
user_33926,193.0,0.25,4.0,51.0,0.46731234866828086
user_33927,216.0,0.16666666666666666,6.0,376.0,0.28309305373525556
user_33928,378.0,0.9090909090909091,33.0,160.16666666666666,0.11559633027522936
user_33929,60.0,1.0,1.0,86.0,1.0
user_33930,73.0,1.0,1.0,50.0,1.0
user_33931,166.0,1.0,1.0,39.0,1.0
user_33933,191.0,1.0,1.0,137.0,1.0
user_33935,169.0,1.0,1.0,47.0,1.0
user_33938,189.0,1.0,1.0,333.0,1.0
user_33939,158.0,1.0,4.0,212.0,0.512987012987013
user_33940,50.0,1.0,1.0,21.0,1.0
user_33942,259.0,0.6666666666666666,3.0,100.0,0.6658097686375322
user_33943,92.0,0.5,2.0,178.0,0.6216216216216216
user_33944,191.0,1.0,2.0,38.5,0.7795918367346939
user_33945,78.0,1.0,1.0,25.0,1.0
user_33946,285.0,0.8,15.0,63.666666666666664,0.12694877505567928
user_33948,329.0,0.6153846153846154,13.0,119.875,0.19467455621301774
user_33950,311.0,0.8333333333333334,12.0,151.5,0.18522930315664085
user_33951,267.0,0.2,5.0,7.0,0.45563139931740615
user_33952,264.0,0.6,5.0,143.0,0.5443298969072164
user_33954,184.0,1.0,1.0,182.0,1.0
user_33955,436.0,0.8333333333333334,30.0,989.16,0.14059980651402773
user_33956,316.0,0.2727272727272727,11.0,112.33333333333333,0.1874258600237248
user_33957,25.0,1.0,1.0,41.0,1.0
user_33958,297.0,0.5,28.0,221.85714285714286,0.15191815856777494
user_33961,217.0,1.0,2.0,199.0,0.8066914498141264
user_33965,327.0,0.29411764705882354,17.0,198.6,0.17859093391589295
user_33967,202.0,0.9166666666666666,12.0,89.0909090909091,0.10428497676819824
user_33968,220.0,0.6666666666666666,3.0,148.5,0.3942652329749104
user_33971,67.0,0.0,2.0,,0.6261682242990654
user_33972,118.0,0.75,4.0,39.666666666666664,0.4244604316546763
user_33975,205.0,0.5,6.0,326.3333333333333,0.5924855491329479
user_33976,273.0,0.5454545454545454,11.0,193.0,0.28144329896907216
user_33977,247.0,0.7142857142857143,7.0,94.2,0.43716814159292033
user_33981,65.0,1.0,1.0,14.0,1.0
user_33982,81.0,1.0,4.0,95.5,0.324
user_33983,338.0,0.75,100.0,28.36,0.02160987149159261
user_33984,192.0,1.0,1.0,200.0,1.0
user_33985,141.0,0.8333333333333334,6.0,67.8,0.415929203539823
user_33986,268.0,0.3333333333333333,9.0,85.33333333333333,0.23508771929824562
user_33987,227.0,0.375,8.0,100.0,0.20395327942497754
user_33988,283.0,0.75,12.0,138.55555555555554,0.16696165191740414
user_33992,347.0,0.4444444444444444,27.0,51.5,0.08408044584443906
user_33993,62.0,1.0,1.0,48.0,1.0
user_33994,252.0,0.5714285714285714,7.0,111.75,0.2709677419354839
user_33997,318.0,0.35294117647058826,17.0,121.16666666666667,0.18413433700057905
user_33998,55.0,1.0,1.0,85.0,1.0
user_33999,114.0,1.0,1.0,154.0,1.0
user_34000,317.0,0.8181818181818182,11.0,85.33333333333333,0.30393096836049854
user_34001,148.0,1.0,1.0,67.0,1.0
user_34003,238.0,0.6666666666666666,3.0,131.0,0.5979899497487438
user_34004,65.0,0.3333333333333333,3.0,108.0,0.7222222222222222
user_34005,261.0,0.8,5.0,83.75,0.3278894472361809
user_34008,70.0,1.0,1.0,118.0,1.0
user_34010,172.0,0.5,2.0,207.0,0.5
user_34011,69.0,1.0,1.0,133.0,1.0
user_34013,235.0,0.4,5.0,83.0,0.48254620123203285
user_34015,176.0,0.75,4.0,-6384.333333333333,0.2646616541353383
user_34017,201.0,0.6666666666666666,3.0,91.0,0.5374331550802139
user_34019,70.0,0.5,2.0,25.0,0.6086956521739131
user_34020,329.0,0.2,15.0,153.66666666666666,0.2422680412371134
user_34021,281.0,0.5,4.0,47.5,0.4257575757575758
user_34022,247.0,0.5,4.0,61.5,0.4482758620689655
user_34023,223.0,0.75,4.0,121.0,0.31721194879089615
user_34025,314.0,0.7058823529411765,34.0,42.291666666666664,0.09398383717449865
user_34027,229.0,1.0,12.0,75.25,0.13795180722891567
user_34028,60.0,1.0,2.0,130.5,0.5
user_34029,69.0,0.0,1.0,,1.0
user_34030,291.0,0.8333333333333334,6.0,150.8,0.47163695299837927
user_34031,289.0,0.5,4.0,-550323.5,0.5034843205574913
user_34032,183.0,0.5,10.0,58.0,0.25523012552301255
user_34033,70.0,1.0,1.0,15.0,1.0
user_34034,68.0,1.0,1.0,101.0,1.0
user_34035,89.0,1.0,2.0,-110319.0,0.5174418604651163
user_34038,179.0,1.0,1.0,249.0,1.0
user_34039,324.0,0.35294117647058826,17.0,248.33333333333334,0.1856733524355301
user_34042,61.0,0.0,1.0,,1.0
user_34044,194.0,0.0,1.0,,1.0
user_34045,67.0,0.5,2.0,27.0,0.5075757575757576
user_34047,66.0,1.0,1.0,122.0,1.0
user_34049,231.0,0.6666666666666666,3.0,75.5,0.717391304347826
user_34050,173.0,1.0,1.0,73.0,1.0
user_34051,79.0,0.0,1.0,,1.0
user_34052,212.0,0.2,5.0,205.0,0.2594859241126071
user_34053,58.0,1.0,1.0,28.0,1.0
user_34054,235.0,0.5714285714285714,7.0,50.75,0.5581947743467933
user_34055,208.0,0.7142857142857143,7.0,-228177.2,0.1988527724665392
user_34056,65.0,1.0,1.0,60.0,1.0
user_34058,115.0,1.0,1.0,164.0,1.0
user_34059,213.0,0.14285714285714285,7.0,280.0,0.4176470588235294
user_34060,246.0,0.5,6.0,68.66666666666667,0.29927007299270075
user_34062,193.0,0.5,2.0,89.0,0.5
user_34063,34.0,0.0,2.0,,0.5
user_34064,175.0,0.0,1.0,,1.0
user_34065,377.0,0.7058823529411765,34.0,96.75,0.1029773285987435
user_34066,136.0,1.0,1.0,2.0,1.0
user_34067,137.0,1.0,1.0,33.0,1.0
user_34068,65.0,1.0,1.0,106.0,1.0
user_34072,75.0,1.0,2.0,94.0,0.6198347107438017
user_34074,202.0,0.6666666666666666,3.0,110.0,0.47306791569086654
user_34075,59.0,1.0,1.0,-121480.0,1.0
user_34076,96.0,0.3333333333333333,3.0,146.0,0.3870967741935484
user_34077,308.0,0.5,18.0,139.11111111111111,0.19718309859154928
user_34078,157.0,1.0,5.0,252.0,0.47005988023952094
user_34079,237.0,0.6,5.0,58.0,0.4309090909090909
user_34080,184.0,0.0,1.0,,1.0
user_34081,265.0,0.8,5.0,91.75,0.4058192955589586
user_34083,203.0,0.0,2.0,,0.796078431372549
user_34084,207.0,0.5,2.0,98.0,0.8054474708171206
user_34085,53.0,1.0,1.0,173.0,1.0
user_34086,87.0,1.0,1.0,242.0,1.0
user_34087,64.0,1.0,1.0,40.0,1.0
user_34088,198.0,0.0,1.0,,1.0
user_34089,215.0,0.8,5.0,102.25,0.37261698440207974
user_34090,190.0,0.5,2.0,245.0,0.8260869565217391
user_34091,240.0,0.5,12.0,56.333333333333336,0.2724177071509648
user_34092,344.0,0.5,18.0,121.55555555555556,0.12721893491124261
user_34093,66.0,0.5,2.0,120.0,0.5
user_34094,157.0,0.4,5.0,64.0,0.48757763975155277
user_34095,113.0,0.5,6.0,163.0,0.275609756097561
user_34096,132.0,0.0,1.0,,1.0
user_34097,245.0,0.6,10.0,84.33333333333333,0.33746556473829203
user_34098,52.0,1.0,1.0,87.0,1.0
user_34100,177.0,1.0,1.0,135.0,1.0
user_34101,193.0,1.0,1.0,70.0,1.0
user_34102,75.0,0.0,2.0,,0.8620689655172413
user_34103,261.0,0.7777777777777778,9.0,69.71428571428571,0.22695652173913045
user_34104,215.0,1.0,2.0,253.5,0.56282722513089
user_34105,59.0,1.0,1.0,76.0,1.0
user_34106,64.0,0.0,1.0,,1.0
user_34107,145.0,1.0,1.0,78.0,1.0
user_34109,271.0,0.8333333333333334,6.0,53.8,0.3038116591928251
user_34110,78.0,1.0,2.0,43.5,0.6190476190476191
user_34111,91.0,1.0,2.0,56.0,0.5027624309392266
user_34112,258.0,0.0,2.0,,0.7267605633802817
user_34113,93.0,1.0,3.0,219.66666666666666,0.5740740740740741
user_34115,186.0,0.5,2.0,177.0,0.9117647058823529
user_34117,319.0,0.6153846153846154,13.0,127.125,0.25788197251414713
user_34118,163.0,0.0,1.0,,1.0
user_34119,62.0,1.0,1.0,40.0,1.0
user_34120,263.0,0.4444444444444444,9.0,137.25,0.30126002290950743
user_34121,94.0,0.0,1.0,,1.0
user_34122,86.0,0.8333333333333334,6.0,45.2,0.2654320987654321
user_34124,90.0,1.0,1.0,105.0,1.0
user_34125,67.0,0.0,1.0,,1.0
user_34126,228.0,0.08333333333333333,12.0,248.0,0.2582106455266138
user_34127,89.0,0.6666666666666666,3.0,32.0,0.5933333333333334
user_34128,173.0,1.0,1.0,45.0,1.0
user_34129,392.0,0.7916666666666666,96.0,317.0394736842105,0.07260603815521392
user_34132,186.0,1.0,1.0,159.0,1.0
user_34133,60.0,1.0,1.0,55.0,1.0
user_34135,167.0,1.0,1.0,65.0,1.0
user_34136,65.0,1.0,1.0,116.0,1.0
user_34138,313.0,0.3076923076923077,13.0,108.75,0.2961210974456008
user_34139,69.0,0.5,2.0,42.0,0.6216216216216216
user_34143,185.0,1.0,1.0,7.0,1.0
user_34147,64.0,1.0,1.0,337.0,1.0
user_34148,62.0,1.0,1.0,61.0,1.0
user_34149,66.0,1.0,1.0,67.0,1.0
user_34150,106.0,0.7333333333333333,15.0,110.63636363636364,0.12879708383961117
